email_subject,email_open_user_count,sent_user_count,open_rate
Ending Soon! Grab All your Favourite Brands,34779,773871,4.49
Thursday Treats!,34923,777680,4.49
Kareena pulls of white like no other!,5454,121356,4.49
SPOTTED: Sara Ali Khan in pink!,7319,163412,4.48
🕗Time left: 3 hours! Get Free shipping on all your orders,29863,665890,4.48
Rock n Roll In Rainbow Hued Pants!,33793,754931,4.48
TODAY: Shop Colour Of The Year,25158,562156,4.48
Stay trendy and sporty with these joggers.,13764,307088,4.48
Casual Shirts under 899. Buy Now!,31151,695191,4.48
Black and white edit. Shirts under 899,28701,641148,4.48
Walk The Walk|Trending Transparent Heels👠,31762,708274,4.48
Shop T-Shirt Combos Under 599!,34949,782019,4.47
Meet our Pad Man - Akshay Kumar!,2253,50356,4.47
Here's a chance to make your FASHION DREAM come true!,2650,59223,4.47
Be a celebrity stylist & let your style make you win Big!,3089,69140,4.47
💙When In Doubt Wear Indigo💙,29405,657849,4.47
NEW! NEW! NEW! Get Lucky💘,12750,285115,4.47
Bloom In Florals Now Starting At 350/-,12579,281256,4.47
Here's how to win goodies 🎁upto Rs. 10000 this Valentine's Day❤!,2699,60433,4.47
Fashion Editor's Handpicked! Upto 50% Off,28300,634486,4.46
The Hitlist Of Summer! The Price Drop,30571,684844,4.46
200+ Handpicked Jumpsuits! 💝,12122,271945,4.46
30+ Flared Kurtas On Your Way!🌈,30273,678784,4.46
Shop for FREE! Be in the line of lucky 10. Visit the LimeRoad store!,22790,512531,4.45
"{user_first_name}, Great day to buy! Ltd Stock",33038,742598,4.45
We've Got You The Trendiest Work out Gear,17098,383939,4.45
Summer Stripes Season for Friday Feels!💃🏾,12532,281915,4.45
Shoes to step it up! Upto 70% off,3538,79588,4.45
MAJOR CRUSH ON A GUY? Swipe To Look Hot,31012,697042,4.45
300+ red sarees for the V-day!,14580,327399,4.45
How To Style Your Stripes,34538,776602,4.45
Pretty In Pastels! Shop Tops To Dresses🌸,12404,278785,4.45
Dark florals are IN!,38491,865628,4.45
Print Of The Season: Raging Florals 🌸,12870,289823,4.44
Palazzo Combos Under 799!,10965,247077,4.44
Lightning Deals On Your cart Picks!🌈,11409,256928,4.44
200+ Maxi Dresses! Under 499🌺,12924,291307,4.44
"Hi, {user_first_name}. Guess what?",10568,238347,4.43
"Sweet contests, sweeter giveaways.....",959,21638,4.43
Editor Approved Picks In Summer STRIPES!🌼,28590,644666,4.43
Workwear doesn't have to be boring!,14207,320742,4.43
Say hello to your favourite pair of jeans!,17152,387294,4.43
Cut It Short | Crop Tops😻,12745,287791,4.43
"Only For You, Polo Tees Under 499!",32676,739394,4.42
Sharing love is always a great idea ❤,344,7782,4.42
Be Effortlessly Stylish,15068,340787,4.42
Upto 60% Off On Bestseller,27416,621664,4.41
The perfect sarees for today and every day. What’s your pick?,14316,324581,4.41
Be Always Blooming In Floral Kurtas,35690,809465,4.41
Here's what would look perfect for V-Day!,16728,379658,4.41
Bandhgala suits are in,33586,764111,4.4
Bestselling Tops On Sale! Just For TODAY💛,876,19909,4.4
The TV Entertainers have entered the house,1062,24126,4.4
Life's short--buy what's trending!,5517,125420,4.4
There is no joy in sharing like the Joy of Sharing!,176,4013,4.39
A Denim Jacket Always Comes In Handy,15305,348861,4.39
Tis the season to wear Pinks!,15731,358554,4.39
We 👀What You Did Yesterday,30230,688707,4.39
Baby it's cold outside! Show us your Leather Love!,2950,67249,4.39
Shop Them Under 699!,31942,726935,4.39
What to wear for valentine's day?,19357,441516,4.38
Best v-day gifts for your sweetheart!,16365,373407,4.38
Katrina's athleisure wear is steal-worthy!,9162,209407,4.38
Linen's - Must Have!,40527,924522,4.38
Stand Out With These Bold Black Kurtas,16696,381113,4.38
Long kurtas starting at Rs.650,29547,675094,4.38
New message💌 under 1299,3985,91144,4.37
6️⃣Printed Sarees Every Girl Must Own! 😊,2395,54759,4.37
Gift the bride a precious saree! 🎁,16053,367457,4.37
Gone In A Blink! Bags To Carry This Spring🌼,25911,592596,4.37
Saturday Sale Is Here! All Under 399,20607,472162,4.36
Treat Yourself To A New Wardrobe Now!,13251,303679,4.36
Denim jackets are a must have!,7274,166822,4.36
SHARE it to WIN it,324,7439,4.36
2000 LR credit added in your account! expiring in 7 days,439445,10101754,4.35
Tees Under 699 Only!,2192,50433,4.35
For the love of WHITE!,21006,482778,4.35
Biker jeans for those who ride!,19846,457058,4.34
10 Kurta Set Picks by our Fashion Bloggers!,35796,824353,4.34
Knit Wear Sweaters To Keep You Warm & Fuzzy,16937,390202,4.34
These trousers are trending. Have a look.,27098,624419,4.34
"Hi, you! Can we talk?",5944,137285,4.33
Gold membership for FREE! You've got 12 months.,3079,71046,4.33
It's a TREAT!,53592,1237612,4.33
Exclusives! Brands you can't pass up on,29183,673673,4.33
ONE DAY SALE | Most Loved Kurtas ❤️,28427,656091,4.33
Denims under 999 | super sunday saving event,34787,802895,4.33
Flat 600/- On Bottoms!,769,17748,4.33
250+ Watches At Flat 350!,19513,452191,4.32
350+ Printed Tees Under 599,35184,814466,4.32
6 Type Of Denims You Must Know!,38843,898702,4.32
Crack the perfect day date look!,13880,321149,4.32
Reinvent Your Day To Day Jeans,16611,384229,4.32
Be The1️⃣To Grab Them | 30+ Embellished,27060,625954,4.32
Perfect outfit for a perfect date.,14938,346148,4.32
30+ Printed Nehru Jackets To Own,15376,356026,4.32
Last Chance! Extra Rs.250 Off.,72022,1672711,4.31
Get Your Hands On These Trendy White Jeans,15691,363856,4.31
These Bandhgalas work for all occasions.,37524,869887,4.31
Handpicked kurtas for you!,32298,748695,4.31
Staying In? Janhvi Kapoor has the perfect look,5461,126751,4.31
Under 599 All Exclusives!💋Gotcha!,27918,647659,4.31
Shop Everything At Flat 600!,2262,52653,4.3
Trending brands this week! Check them out,32079,746762,4.3
Gold printed anarkalis on crazy offers!,13821,321470,4.3
Tops Under 499 & Dresses Under 799! Hurry,23035,535841,4.3
Thursday Goals: Love a style? Share it!,249,5788,4.3
Gone In A Blink! Shop The Crazy Drop💞,33205,774011,4.29
Our Footwears are Now Under 599👠,8612,200649,4.29
Make your mother's day! they're special 👩,3038,70814,4.29
These styles can never fail you.,15788,368436,4.29
Hot Offers & Hot Trends!,13310,310601,4.29
Because there's always time to do a bit of Sharing,458,10669,4.29
"Hi {user_first_name}, Extra Rs.200 Off!",84491,1976066,4.28
The Best Brunch Ready Styles! Starting at 399,11824,276417,4.28
Cray Cray Crayola! Bright And Shine 💙,16258,379926,4.28
Hey Boys! Flat 500 Store Is Back!,34734,812273,4.28
Blue is so in vogue right now.,16367,382808,4.28
Kareena's way of wearing stripes is FAB,5445,127202,4.28
"{user_first_name}, Looking for chinos? 🙄",21295,499203,4.27
3000+ Sneakers | At Flat 500,34118,799783,4.27
Sarees that are perfect to woo your BF!,15531,363919,4.27
Make heads turn this valentine!,14093,330180,4.27
200+ styles at upto 70% off,5336,124949,4.27
The Perfectionist of Bollywood- Aamir Khan turns 53! Show us his best looks over the years!,2416,56601,4.27
Top 5 party outfits under 599!,8909,209350,4.26
Pleats Of The Season! Hottest Right Now,12242,287065,4.26
Kurtas in earthy colours to stay warm,13069,306743,4.26
The Best Of The Lot,1217,28577,4.26
T-Shirts Under 550!,2155,50589,4.26
100+ Kurta Picks by our Fashion Editors!,30933,725291,4.26
It's going to be a fun-filled Lohri!,91,2135,4.26
Stock up on your festive gifting!,28073,659162,4.26
Let's stay together & make the world a STYLISH place!,2338,54902,4.26
Min 60% Off This Friday,28177,661691,4.26
Gold highlights to stand out in the crowd,32581,765731,4.25
All Check-ed Up For The Summer Season ⪋,11477,270055,4.25
Wrapped Up In Love Of Dresses!💘,11028,259340,4.25
Florals starting 350! shop before they disappear,14727,346665,4.25
May's Trend Report: Handpicked Kurtas,28030,661002,4.24
Sara Ali Khan's look can be yours! 💛,29940,706059,4.24
Accessorize💍Like in X-MEN! 🔥,33386,787435,4.24
Basic Plain White Tees,15035,355361,4.23
Delivered: The June Fashion Digest,32493,768550,4.23
Your Complete Eid Lookbook!💃🏻,32383,765793,4.23
Great Deal On Watches Under 599,31698,749395,4.23
"Black Friday, Special Friday!",2021,47777,4.23
"{user_first_name}, We swear, you'd like to wear these shirts 24/7",14663,347003,4.23
Summer🌼Outfits To SLAY IN! Summer Kurtas,29010,685743,4.23
Go All Print! Shirts Under 699!,37604,889344,4.23
Your style could make you win,469,11107,4.22
2️⃣0️⃣0️⃣ + 👕 + 👇🏻+ 799 = ?,2961,70144,4.22
The ultimate desi picks you can't say NO to!,13847,327776,4.22
We've Got You This Season's Fresh T-Shirts,16838,399422,4.22
You're an inspiration to the uninspired,436,10344,4.22
Show us Hrithik Roshan's best-ever looks on his 44th birthday🎉🎊!,1541,36507,4.22
6 Types Of Tees Every Guy Should Own!,35622,843875,4.22
Summer Kurta Sets🌝Go Crazy,33308,788933,4.22
Rock & Roll In Tops & Dresses! Under 699,9977,236884,4.21
Under 400! shop the monday deal💫,11995,284608,4.21
Sporty jackets work almost everywhere.,14364,341071,4.21
Summer shopping with your girl gang,11194,265992,4.21
Rs.250 OFF. Now or Never!,32169,764759,4.21
What's your deal? Check!,81079,1926858,4.21
Fitness gear to steal!,19672,466987,4.21
Shop Them At Flat 699!,34353,815694,4.21
Get the look {user_first_name} : Ayushmann Khurrana in tracksuit!,29800,707018,4.21
Under 599🌸For Styles Only On Limeroad,23495,558469,4.21
"The more you SHARE, the more you have",342,8152,4.2
Rs.250 OFF. Now or Never!,55399,1317742,4.2
"This Dussehra, see your dreams come true",354,8458,4.19
Tops Under 400! Best Of Summer Blooms🌼,11375,271802,4.19
New Kurtas For You From Desi Rang,32912,785543,4.19
Beautiful minds inspire others,385,9184,4.19
"{user_first_name}, Have you tried 'Stripes on Stripes' yet? 👔",22163,528457,4.19
Let's Play Dress Up! Trending Ruffles🎉,12377,295361,4.19
20 Dupatta Picks By Our Fashion Bloggers! 😎,24748,590995,4.19
Surprise! You've got 2000 LR Credit | Free Shipping,31180,744311,4.19
Time To Print Browse! Best Of The Lot 🦄,35416,844758,4.19
Kurtas at flat 399,222028,5315259,4.18
Here's how to get rid of your Wednesday blues!,336,8046,4.18
Shop Our Skater Dresses To Know More.. 💛,11423,272988,4.18
With These Trendy Side Taped Jeans,16836,402305,4.18
Watch Out For The Latest! Just In,27246,651422,4.18
Dress-up In eye-catching SOLIDS under 499,27977,671316,4.17
"#LimeRoad gives you an evening to remember, to cherish for a lifetime...",2483,59533,4.17
All About Style With Bestsellers 💕 + Free Shipping,58984,1415463,4.17
The queen of drama is back to make you win,483,11573,4.17
Make Your Spring So Colourful!🌈Sarees,25826,619080,4.17
Steal Shruti Hassan's latest look!,11160,267689,4.17
New Launched Kurtas upto 60% off,3044,73167,4.16
Flat 52% Off | Kurtas On Gerua,2168,52053,4.16
Top 50 Handpicked Shorts Under 799!,1907,45857,4.16
Our Top Brands Starting At 399!🌸,12023,289083,4.16
Get experimental with these kurtas.,33465,805043,4.16
Hurry! Only {inventory} pieces left. Your cart is selling out!,301467,7242731,4.16
Upgrade your everyday workwear.,29884,718905,4.16
The latest styles you need this season!,16164,388292,4.16
Your Favs At Your Budget! Crazy Sale,10287,247286,4.16
It is time for your next shop haul!🛍 🛒,33095,796563,4.15
Here are the best dressed girls of Bollywood in 2017!,5163,124480,4.15
Everything At Flat 800!,1718,41387,4.15
Get promoted to a Style Expert,114,2753,4.14
T-Shirt Combos Under 699!,2243,54164,4.14
We all get a makeover! SALE Everywhere! 🛍,32278,778960,4.14
Tees Starting Under 699 Only!,1912,46136,4.14
Karishma knows how to rock a white shirt!,2304,55647,4.14
Get Celebrity Look In Dresses! Live Now,11678,282058,4.14
Love A Good Bargain? Shop Exclusives🙊,27311,659105,4.14
Featuring Slits In Dresses! SLAY PLAY🥁,12123,292965,4.14
"{user_first_name}, These comfy kurtas won't last forever!",19431,468934,4.14
Off The Runway! 10 Top Coral Kurtas,27329,661692,4.13
Looking for the best cami tops?,9374,226906,4.13
Best DEAL ever! Upto 15% Off.,32490,787063,4.13
Only Today!,76565,1855996,4.13
Your 9-5 outfits deserve some break.,694,16796,4.13
Our Surpeise Sale 🎉| Combos Under 599,2501,60506,4.13
"Rs.999 Gold membership, now at Rs.399! Get it",554,13419,4.13
Kartik Aryan shows us how to layer!,20748,503229,4.12
Under 699! Summer Essentials,30089,730350,4.12
Styles you can't miss out on this winter,18044,437803,4.12
Kareena's airport look is a must-see!,10899,264831,4.12
Full sleeve kurtas for this weather,14007,340163,4.12
Spotted: Priyanka Chopra in a blue saree!,12914,313500,4.12
Grab Them! New winter kurtas and ponchos!,14036,341873,4.11
Wrap In Tradition! Trend Of the Season,26445,643609,4.11
Surprise Awaits! Limited Period Only,12133,294972,4.11
Pop hues to brighten your winter wardrobe.,14962,363802,4.11
Casual Shirts Under 599!,34427,840593,4.1
Upgrade Your Wardrobe! Trends You Need,16449,401417,4.1
Elegant ensembles for classy you,35029,854805,4.1
Pretty In Florals! All Time In,10547,257394,4.1
It's a style staple colour!,15202,370647,4.1
Get watches under 699,2892,70500,4.1
Big Deals on Denims. Grab yours under 1299,3466,84550,4.1
Shop headphones at only Re.1!,101176,2466770,4.1
⏰FINAL HOURS ⏰ Upto 60% Off,8985,219821,4.09
Sneakers 👟 Under 500!,28449,695667,4.09
Confused about the perfect gift for her?,15849,387819,4.09
"Hi{user_first_name}, Forgot something in your LimeRoad cart?.",19077,466154,4.09
"Chanderi charms: Kurtas, Sets and Sarees!",29364,718183,4.09
"If you see something that's worth SHARING, do it!",157,3838,4.09
The best & the hardest thing in life is to inspire! Keep Inspiring!,99,2423,4.09
Get Diana Penty's saree look,19516,476673,4.09
Missed out on Buy 1 Get 1 Free?,40592,992440,4.09
What Better Way To Go Than The Punjabi Way?,11927,291970,4.09
Party All Night!❤️Shirts Under 799!,2464,60320,4.08
Drooling over Bodycon Dresses! Check Now💃🏼,11179,273825,4.08
Upto 15% off on everything you want.,32421,793927,4.08
"First Come, First Serve! New Layered Tops🌸",11367,278316,4.08
Buy 2 T-Shirts & Get Min. 60% Off!,1595,39077,4.08
"Hi{user_first_name}, This {category} may be removed from your cart because it's selling out so quickly.",2297,56347,4.08
Rs.250 Off On Everything,47547,1164606,4.08
"""Don’t miss out! 10 Top Picks For You!""",28377,695549,4.08
Kiara Advani's summer style is steal-worthy!,9132,224611,4.07
Because free Shopping Credits are always welcome:),1036,25437,4.07
Just Under 399! Shop Tops💫,10551,259382,4.07
Bomber jackets are here.,32522,799728,4.07
Get Casual Shirts At Flat 499! Only For Today!,1430,35241,4.06
Min 50% Off On Monsoon Specials,30075,740023,4.06
"{user_first_name},1 black shirt, 3 ways to style it!",9304,228901,4.06
"Girl, Look What's Trending! Top Picks💛",11218,275972,4.06
End of Year Sale!,13915,342324,4.06
30+ essentials every woman should own.,45173,1112881,4.06
Summer Is Booming In YELLOWS🌼,9146,225304,4.06
One in a million offer!,40865,1006288,4.06
Don't Let The Sale Slip Away!❤️,12414,306324,4.05
Get Kriti Sanon's ruffle saree look!💛,15702,387951,4.05
6 Brand Deals of your choice! 🤡,11577,285868,4.05
Take the pain out of deciding.,16489,407658,4.04
90% of women are buying these! Hurry! 🏃🏻‍♀️,23296,576082,4.04
"Hi {user_first_name}, Under 799 | Shop Casual Shirts",2962,73322,4.04
Breaking | Extra 100 Off On 899,30287,750125,4.04
Lucky Day! Exclusives Under 499🤓,10174,251620,4.04
Get Shahid and Meera's couple look! 😎,15442,383299,4.03
1000+ Colourblock Tees | Under 799,3347,83096,4.03
The Fashion Girl's TOP List,15284,379562,4.03
Min 60% Off On Everything 💵,26603,660744,4.03
We couldn't find anything hot other than your style! Show us more!,2153,53620,4.02
Editor's Picks For Your Daily Wear! Swipe,11441,284719,4.02
200+ Fresh Arrivals,13170,327470,4.02
"Hey{user_first_name}, First Limeroad store is now live in Surat, Visit Today!",1229,30596,4.02
Every woman needs a Little Black Dress.,6752,167869,4.02
Rock & Roll In Tops & Dresses!,661,16470,4.01
"Choose from festive oranges, reds or pinks!",26400,657565,4.01
90% Of Exclusives are picked by your BFF!,10670,265951,4.01
Woohoo...Top 100 tops🔝 Shop now!,16435,409412,4.01
Your Winter wardrobe needs a makeover.,16312,406476,4.01
Under 1299! Shop Casual Shirts!,3487,86912,4.01
"Only at the LimeRoad Store! This 15th Aug, get upto 71% Off & Buy 1 Get 1 Free. Come, Visit!",20423,509381,4.01
You Can Have It All! Guess Howw... ✔️,40825,1020989,4
"{user_first_name}, FREE delivery of items in your cart + 200 shopping Credit",22048,551794,4
Share more so you can shop harder!,526,13136,4
Mandarin collars = no need for a dupatta!,14050,351627,4
All under 599!- grab the best striped T-shirts,14243,357005,3.99
Bandhanis and leheriyas! Feel like,21763,545363,3.99
Buy 1 Get 1 Free!,40630,1017086,3.99
Cardigans- a must for every winter closet!,6111,153211,3.99
Bomber jackets never go out of style.,18457,462871,3.99
Editors Picks for Republic Day Special!,10575,265394,3.98
Good STYLE makes everything better,1064,26752,3.98
Corduroy pants are trending this season,16304,410155,3.98
Stay warm this winter with these jackets,17930,450360,3.98
What's Your Favourite Pastel Pick ?,14017,351792,3.98
Comfort served at your doorsteps!,13393,336324,3.98
Final Notice- Brand Deal Upto 75% Off,11008,277033,3.97
The Best Of The Price Store 🦋,20425,514878,3.97
Shilpa Shetty's saree look can be yours!,14469,364694,3.97
Extended on popular demand 🔥Re. 1 Sale! Shop Now,178694,4500223,3.97
Fun In The Rain! Top Selling Brand Gerua🌸,59677,1503511,3.97
Ho.Ho.Ho! Buy 1 Get 1 Free,37237,937615,3.97
Summer In Shorts & Skirts❤️ Get Now,1160,29310,3.96
Everyone Wants To Buy These!,1874,47329,3.96
Hot Deals On A Wednesday! Grab Your Favs,11317,285602,3.96
No one does whites better than Katrina!,7325,185128,3.96
The Best Brunch Ready Styles! Starting at 699,1017,25682,3.96
Grab it before it's gone! Kurtas under 999,28554,723446,3.95
We've got the perfect night out dresses!,5552,140572,3.95
Coffee solves everything & so does SHARING!,149,3776,3.95
Kurta Edit: Play with your lengths!,26280,665595,3.95
Buy 2 Get 1 Free goes live!,38328,970301,3.95
"The white, grey, and black edit!",6095,154204,3.95
Rs.500 shopping credits on Rs.1000!,77282,1957705,3.95
Saturday Sale Is Here! All Polo Under 599,30926,783245,3.95
Shop Our Top Picks!,37991,963264,3.94
Show us Sonam Kapoor's Shadi Wardrobe & WIN a Titan Raga Watch!,305,7734,3.94
Your Cart Bottoms At Min. 60% Off!,9814,249291,3.94
Pretty In Pink! Steal The Deal,750,19039,3.94
Extra 21% Off for last 6 Hours!,93024,2360516,3.94
Palazzo Combos Under 999!,707,17934,3.94
Sheath Dresses For Every Girl! Get Yours,10152,257970,3.94
This is no joke!,39893,1013728,3.94
"{user_first_name}, Deciding what to wear for Navratri?",19763,501365,3.94
For the ❤ of red & yellow,119,3017,3.94
Get Deepika Padukone's look!,14524,368385,3.94
Your closet and mood need an update.,14897,379122,3.93
Your Winter wardrobe needs one of these,15601,397469,3.93
Your Cart Bottoms At Min. 60% Off,701,17830,3.93
"{user_first_name}, {other_user_name} & {no_of_users_viewed} others just added this {category} to their cart!",7314,186150,3.93
Your fitness partner!,18141,461319,3.93
Get Them Before They're Gone! Your Favs,28460,723601,3.93
Yo' Style Checklist! Wednesday Wow Deals,11255,286087,3.93
Get your Camouflage T-shirt Today.,31853,811345,3.93
We know your valentine wishlist!,12577,320745,3.92
We've Got You More Colour,14670,374263,3.92
The Big Big Surprise,12264,312640,3.92
90% of women are picking these kurtas!,28756,733349,3.92
Watch combos under 499!,28899,736884,3.92
"Smart, casual shirts-all under 999.",16928,431709,3.92
New Arrivals to Shop Your Heart Out!💘,10810,275517,3.92
Foil prints give a great impression,28889,737709,3.92
Rs.1000 Credited to your account!,100827,2574511,3.92
Buy 1 Get 1 Free on everything.,37510,958889,3.91
Lightning Deals! Like Never Before,9767,249622,3.91
Polka Dot Prints In Shirts And T-Shirts,15692,401105,3.91
Choose your perfect colour and style.,15333,391720,3.91
Add Printed Tees To Your Wardrobe,17131,438450,3.91
Bloom In Dresses! Just For You,11937,305759,3.9
Assorted Collection Of Shorts Under 999,16196,415651,3.9
"Spend Rs.1000, Get Rs.500 back!",38090,975629,3.9
10 Kurta Picks by our Fashion Editors!,32907,844596,3.9
Akshay Kumar knows how to dress for summer,14691,376872,3.9
Fun In The Sun! Ethnics Under 399,29720,762508,3.9
Let's have some fun this winter.,5525,141906,3.89
"{user_first_name}, Ease into spring with these dresses! 🌞",4871,125196,3.89
Shrugs under 999! Shop now,2737,70370,3.89
The Perfect Tops & Dresses For The Summer!,27250,699988,3.89
#TrendAlert Denim shoes | Shop now,28401,729757,3.89
Handpicked Neutrals Only For You,32191,827103,3.89
Classic Black Formal Suits,16454,422722,3.89
Get The Celebrity Look💛 Vogue It,10543,270931,3.89
Only Available For 12 Hours!,29544,759420,3.89
Start March By Saving Upto 60% Off!,8843,227583,3.89
In-vogue trends you can't miss!,14382,370406,3.88
1️⃣0️⃣Must Have Kurtas for This Summer! 🌼,25494,657218,3.88
Her style & looks are both to-die-for!,4836,124786,3.88
End of Year Sale!,20986,542618,3.87
Will you pick a new favourite pair of jeans today?,16417,424356,3.87
Bestselling denims under 999,28596,738711,3.87
The best of reds and pinks in kurtas!,25601,661149,3.87
Pick Your Stripes Girl! Under 499,13849,357449,3.87
We've Got Your Ethnic Needs Covered,15120,391989,3.86
Get your hands on these winter snugglers.,15258,395536,3.86
Goodies Are for Sunday's! Our Bestsellers,8681,224679,3.86
Did we tell you that…,21654,561365,3.86
Will you be our valentine?,31972,828049,3.86
150+ Bestselling Tops Under 399/- 😍,10110,261815,3.86
Summer🌞Vibe: Be Cool In Neutrals! ❄️,25623,663899,3.86
Santa Approved: Buy 1 Get 1 Free!,36663,949524,3.86
Go Easy Breazy and Wear Shorts!,13400,347206,3.86
Now or Never: Buy 1 Get 1 Free!,34835,905029,3.85
Don't let the sweetest things slip away!,2072,53770,3.85
"Hi {user_first_name}, Top seller kurtas | Starting at just 900🏃🏻‍♀️",2976,77270,3.85
Kriti Sanon is comfy and elegant.,14717,383623,3.84
500+ Trousers | Under 899!,29160,758909,3.84
Fridays for freaky offers! Grab Them!,31410,818887,3.84
You are special!,13628,354832,3.84
Deepika Padukone for Chhapaak promotions in Lucknow!,14194,370057,3.84
IT'S FLAT 700 FOR EVERYTHING,2422,63151,3.84
Friday Special In Summers! Get Lucky,1097,28547,3.84
Time for the BIG DROP. Yess!!💘,872,22727,3.84
New Heavy Suits for Lohri Celebrations,13845,360843,3.84
In This Light Striped Shirt,13595,354773,3.83
Your Best Friends Hidden Secret! 💫,12857,335952,3.83
Get Your Cart Picks Now..,28442,743431,3.83
We can't get enough of these kurtas.,15209,396885,3.83
Farhan Akhtar seen in white on white.,14381,376384,3.82
Buy1 & Get2! Is Now Live!,1486,38891,3.82
Swati Picked These Playful Shiboris For You,2459,64372,3.82
Go geometric this season!,5944,155506,3.82
Shop the monday deal💫 summer tops,855,22454,3.81
Long Weekend's Coming!,3569,93613,3.81
Last 6 hours left! Buy 1 Get 1 Free,35169,923473,3.81
Janhvi recommends florals this V-day🌷,5871,154225,3.81
Go All Black this Halloween. See new styles,25285,664427,3.81
Added New Ruffled Dresses! Pick Your Favs,11151,293691,3.8
100+ Trending Kurtas At Your Doorstep,28146,740955,3.8
Get cozy and comfy for winter!,5914,155723,3.8
You're going to get lucky! Find out!,304,7991,3.8
Under 400! Best Of Summer Blooms🌼,9136,240296,3.8
New Arrivals At Carnival Sale!🌈,12087,317688,3.8
Surprise your grandmother with a saree!,12871,339091,3.8
The trend game for all fashionistas!,54845,1444982,3.8
"Hey {user_first_name}, Reminder: You need some SELF LOVE! 💝",27302,719829,3.79
Flat 50% cashback on all orders!,75156,1982011,3.79
"Shift to fall, update to jacket kurtas",25469,671275,3.79
Hurry! Last Chance To Save Upto 80%,8322,219788,3.79
Don't miss this brand's collection.,11382,300114,3.79
The Freedom Sale Is Now Live!,33018,871448,3.79
Are you going to be working from home?,8466,223882,3.78
Good things are in store for all the Budding Stylists!,1822,48161,3.78
"Hi {user_first_name}, Min. 60% Off | Shop Now",13486,356379,3.78
Make your home shine with GOLD,2001,53000,3.78
Upto 80% Off! 🌸🌼🌺Flaunt In Banarasis,22368,591961,3.78
Last 6 hours left,35357,936134,3.78
10 Eid Picks by our Fashion Bloggers! 💕,28779,760967,3.78
URGENT: Verify your email!,5348,141810,3.77
"If you've got style, you could get lucky like never before!",2400,63580,3.77
Grab your T-Shirt under 899,29128,774820,3.76
The leheriya sarees you just cannot miss!,12371,329381,3.76
Add a happy blob of yellow to your closet!,5825,154741,3.76
Get your Mehendi look right!,14053,373919,3.76
Stay warm with these cool sweatshirts.,16969,451201,3.76
Hi {user_first_name}! Get this Free Duffle Bag,40678,1081978,3.76
Sneakers At Flat 50% Off!,32497,863154,3.76
7 Types Of Print and Patterns!,14070,374058,3.76
Summer Outfits for your Girl Gang🎉,27257,724311,3.76
Your🌈Dream☁️Offers On Dresses! Under 499,9772,260608,3.75
This Will Sweep You Off Your Feet,29102,775927,3.75
Get your Formal Code on!,16047,427929,3.75
Under 999! Be Weekend Ready 🎉,27355,729758,3.75
Got great style & still thinking it over? Create & show it to the world!,2077,55333,3.75
Keep it casual comfy and cool.,17934,478413,3.75
What?? Only 6 hours left!,33575,896748,3.74
Quirk Up Your Style,11716,313003,3.74
What your zodiac says for July 2018 💕,18666,499277,3.74
Check out the winter trends everyone's eyeing!,13192,352578,3.74
All things black - Essentials that you need to own!,93302,2496507,3.74
Taapsee Pannu proves 'blush' tones are IN,1469,39256,3.74
Today's Trend: Colourful dupattas with solid suits!,13692,366630,3.73
Shop Our Top Selling Brands Now!,9106,244454,3.73
A hint of Tradition: The Ikat print,61911,1657758,3.73
All new & trendy! shop your heart out🎁,11442,307526,3.72
6 Colours Of The Season To Own!,13540,364160,3.72
New Tees on Sale! Fill up your carts. Now!,4396,118281,3.72
Play around a little with those sleeves!,12664,340253,3.72
Shop Them Under 599!,29115,783374,3.72
Don't ignore this! All the great finds...,8646,232877,3.71
"Seriously, who'd miss this?",7225,194733,3.71
Bring sexy back! all black 😎,25308,682627,3.71
Pair those necklaces with your saree!,12733,343126,3.71
Irresistible sarees you can wear to work!,12943,349680,3.7
Get your Formal game on!,15206,411458,3.7
Buy 2 Get 20% Off!,37348,1009728,3.7
Tops Under 399! Check Your Cart Picks Here,10952,295968,3.7
COUNTDOWN BEGINS!!!,317,8561,3.7
Don't be afraid to do what you love,1576,42619,3.7
"Sweaters, shawls, kurtas and sarees.",13867,374950,3.7
Must-have striped T-shirts!,19645,532961,3.69
Fall for florals this valentine!,13640,369996,3.69
We bet this will elevate your mood,14808,400879,3.69
Upto 70% Off! Best Picked Catalogue😉,2544,68953,3.69
You will love this look! (For sure),12349,334991,3.69
Mixed Check Prints From Top To Bottom!,15443,419094,3.68
Lightning Deals For Limited Time Only!,18854,512816,3.68
Dresses Under 499! Most Wanted 💃🏾,8753,237830,3.68
"Black, white and everything right!",4566,124153,3.68
This Valentine's Day dress up in hot pink!,5606,152138,3.68
Under 699 | Your Fav Kurtas,13650,370943,3.68
Tie and dye saree + crop top!,12225,332519,3.68
We Read Your Mind! So Shop The Drop,1200,32673,3.67
Janhvi Kapoor's Look can be yours!,12211,332948,3.67
Current Obsessions! Tops Ahead,845,23040,3.67
Casual Shirts Under 799!,2577,70176,3.67
Everything At Flat 700!,1860,50679,3.67
In-house stylists top picks!,75445,2054333,3.67
Tops Under 400! Shop The Friday Deal😍,12007,328368,3.66
Buy 1 Get 1 Free,31922,872413,3.66
Holi Festival brings You Pretty Dresses!,9643,263505,3.66
For The Ethnic Side In You,15317,418407,3.66
Pick a saree for your awaited dinner.,12691,347045,3.66
